test,cost
random_try_67,441348
random_try_68,936078
random_try_69,235506
random_try_70,99764
random_try_71,920790
random_try_72,716350
random_try_73,709692
random_try_74,441888
random_try_75,606598
random_try_76,547598
random_try_77,575486
random_try_78,174972
random_try_79,606204
random_try_80,321472
random_try_81,813280
random_try_82,128046
random_try_83,365584
random_try_84,372196
random_try_85,819734
random_try_86,876472
random_try_87,885462
random_try_88,211262
random_try_89,377154
random_try_90,186398
random_try_91,358594
random_try_92,527116
random_try_93,144162
random_try_94,453762
random_try_95,315100
random_try_96,302466
random_try_97,502982
random_try_98,699748
random_try_99,646650
random_try_0,316170
random_try_1,498824
random_try_2,266922
random_try_3,381852
random_try_4,269536
random_try_5,902668
random_try_6,511936
random_try_7,300456
random_try_8,551598
random_try_9,534676
random_try_10,220496
random_try_11,220986
random_try_12,407976
random_try_13,265420
random_try_14,477008
random_try_15,268852
random_try_16,352308
random_try_17,274186
random_try_18,806624
random_try_19,103500
random_try_20,376702
random_try_21,860888
random_try_22,376340
random_try_23,591334
random_try_24,1263310
random_try_25,867788
random_try_26,147598
random_try_27,241352
random_try_28,876864
random_try_29,208392
random_try_30,620768
random_try_31,365600
random_try_32,815082
random_try_33,456714
random_try_34,303710
random_try_35,970624
random_try_36,331120
random_try_37,508694
random_try_38,241910
random_try_39,224774
random_try_40,302184
random_try_41,757236
random_try_42,811780
random_try_43,495634
random_try_44,427274
random_try_45,310532
random_try_46,1017700
random_try_47,361062
random_try_48,357938
random_try_49,593744
random_try_50,598792
random_try_51,1142916
random_try_52,384404
random_try_53,692004
random_try_54,260268
random_try_55,266234
random_try_56,653056
random_try_57,403642
random_try_58,660622
random_try_59,599534
random_try_60,315422
random_try_61,721366
random_try_62,351344
random_try_63,684518
random_try_64,500472
random_try_65,583956
random_try_66,356318
random_try_67,306356
random_try_68,509810
random_try_69,557136
random_try_70,591698
random_try_71,338158
random_try_72,293310
random_try_73,754634
random_try_74,392188
random_try_75,396532
random_try_76,321190
random_try_77,202048
random_try_78,203224
random_try_79,342306
random_try_80,1102144
random_try_81,451162
random_try_82,1054248
random_try_83,439872
random_try_84,1048620
random_try_85,110982
random_try_86,936840
random_try_87,265878
random_try_88,373240
random_try_89,486614
random_try_90,843244
random_try_91,368526
random_try_92,500674
random_try_93,707526
random_try_94,497344
random_try_95,197606
random_try_96,239616
random_try_97,306476
random_try_98,911864
random_try_99,457830
random_try_0,420658
random_try_1,140496
random_try_2,335660
random_try_3,425402
random_try_4,820480
random_try_5,670108
random_try_6,1025524
random_try_7,255372
random_try_8,790554
random_try_9,285596
random_try_0,898288
random_try_1,634846
random_try_2,1149352
random_try_3,570782
random_try_4,411530
random_try_5,688262
random_try_6,341920
random_try_7,509184
random_try_8,584990
random_try_9,406804
random_try_0,142540
random_try_1,337090
random_try_2,426022
random_try_3,100690
random_try_4,1361040
random_try_5,576904
random_try_6,766168
random_try_7,438446
random_try_8,554254
random_try_9,696486
random_try_10,827850
random_try_11,332350
random_try_12,486014
random_try_13,619524
random_try_14,851082
random_try_15,982450
random_try_16,308644
random_try_17,175156
random_try_18,871546
random_try_19,635890
random_try_20,481384
random_try_21,1012564
random_try_22,177852
random_try_23,1552568
random_try_24,366730
random_try_25,698982
random_try_26,420736
random_try_27,562802
random_try_28,160462
random_try_29,598798
random_try_30,653174
random_try_31,537974
random_try_32,608454
random_try_33,384672
random_try_34,1044620
random_try_35,176722
random_try_36,673308
random_try_37,263260
random_try_38,1096342
random_try_39,785914
random_try_40,558816
random_try_41,261128
random_try_42,340298
random_try_43,308656
random_try_44,602528
random_try_45,700504
random_try_46,206636
random_try_47,667736
random_try_48,706432
random_try_49,883026
random_try_50,524914
random_try_51,229212
random_try_52,214740
random_try_53,468020
random_try_54,692884
random_try_55,555816
random_try_56,450740
random_try_57,600504
random_try_58,810250
random_try_59,115834
random_try_60,824800
random_try_61,870980
random_try_62,268452
random_try_63,410656
random_try_64,136822
random_try_65,625326
random_try_66,156898
random_try_67,858094
random_try_68,830060
random_try_69,794748
random_try_70,598146
random_try_71,375208
random_try_72,215856
random_try_73,294070
random_try_74,466054
random_try_75,198614
random_try_76,266770
random_try_77,243936
random_try_78,533420
random_try_79,319584
random_try_80,161422
random_try_81,779832
random_try_82,247254
random_try_83,279420
random_try_84,91078
random_try_85,122400
random_try_86,51006
random_try_87,120730
random_try_88,384572
random_try_89,307812
random_try_90,1485248
random_try_91,1145010
random_try_92,179072
random_try_93,143882
random_try_94,411554
random_try_95,1142724
random_try_96,172178
random_try_97,630394
random_try_98,207078
random_try_99,209320
random_try_0,160138
random_try_1,184590
random_try_2,907128
random_try_3,597828
random_try_4,687906
random_try_5,502482
random_try_6,726500
random_try_7,133642
random_try_8,63348
random_try_9,537076
random_try_10,149616
random_try_11,363370
random_try_12,846830
random_try_13,325688
random_try_14,470546
random_try_15,502334
random_try_16,496390
random_try_17,336766
random_try_18,741040
random_try_19,760914
random_try_20,539864
random_try_21,173370
random_try_22,489806
random_try_23,1048774
random_try_24,640200
random_try_25,665988
random_try_26,546458
random_try_27,185834
random_try_28,826294
random_try_29,307578
random_try_30,484106
random_try_31,285264
random_try_32,299418
random_try_33,278242
random_try_34,497196
random_try_35,471422
random_try_36,475516
random_try_37,192148
random_try_38,88666
random_try_39,1143436
random_try_40,1139912
random_try_41,834442
random_try_42,691630
random_try_43,584534
random_try_44,961766
random_try_45,807768
random_try_46,106166
random_try_47,436994
random_try_48,340714
random_try_49,575790
random_try_50,557628
random_try_51,701006
random_try_52,257584
random_try_53,281668
random_try_54,388088
random_try_55,729666
random_try_56,758792
random_try_57,737900
random_try_58,442020
random_try_59,368210
random_try_60,192294
random_try_61,411504
random_try_62,245892
random_try_63,512692
random_try_64,638312
random_try_65,415550
random_try_66,278968
random_try_67,758716
random_try_68,430320
random_try_69,242766
random_try_70,432630
random_try_71,417006
random_try_72,1119610
random_try_73,616342
random_try_74,252934
random_try_75,202348
random_try_76,410494
random_try_77,346972
random_try_78,306786
random_try_79,418476
random_try_80,490686
random_try_81,634192
random_try_82,824272
random_try_83,808870
random_try_84,647038
random_try_85,207866
random_try_86,808934
random_try_87,624056
random_try_88,595742
random_try_89,536646
random_try_90,282868
random_try_91,304570
random_try_92,349606
random_try_93,1227520
random_try_94,227082
random_try_95,820322
random_try_96,337510
random_try_97,304996
random_try_98,740686
random_try_99,615722
