test,cost
new_cost: ,34
new_cost: ,36
new_cost: ,32
new_cost: ,34
new_cost: ,32
new_cost: ,32
new_cost: ,32
new_cost: ,32
new_cost: ,28
new_cost: ,28
new_cost: ,30
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,30
new_cost: ,32
new_cost: ,32
new_cost: ,32
new_cost: ,32
new_cost: ,36
new_cost: ,38
new_cost: ,34
new_cost: ,28
new_cost: ,22
new_cost: ,22
new_cost: ,22
new_cost: ,22
new_cost: ,32
new_cost: ,36
new_cost: ,40
new_cost: ,32
new_cost: ,34
new_cost: ,34
new_cost: ,38
new_cost: ,36
new_cost: ,46
new_cost: ,42
new_cost: ,38
new_cost: ,40
new_cost: ,38
new_cost: ,46
new_cost: ,42
new_cost: ,46
new_cost: ,40
new_cost: ,26
new_cost: ,28
new_cost: ,26
new_cost: ,26
new_cost: ,26
new_cost: ,32
new_cost: ,26
new_cost: ,28
new_cost: ,30
new_cost: ,30
new_cost: ,30
new_cost: ,32
new_cost: ,34
new_cost: ,34
new_cost: ,32
new_cost: ,30
new_cost: ,26
new_cost: ,28
new_cost: ,34
new_cost: ,32
new_cost: ,32
new_cost: ,38
new_cost: ,38
new_cost: ,38
new_cost: ,40
new_cost: ,38
new_cost: ,28
new_cost: ,30
new_cost: ,26
new_cost: ,30
new_cost: ,30
new_cost: ,32
new_cost: ,36
new_cost: ,30
new_cost: ,26
new_cost: ,24
new_cost: ,26
new_cost: ,28
new_cost: ,28
new_cost: ,28
new_cost: ,30
new_cost: ,32
new_cost: ,30
new_cost: ,30
new_cost: ,26
new_cost: ,30
new_cost: ,32
new_cost: ,32
new_cost: ,32
new_cost: ,40
new_cost: ,30
new_cost: ,46
new_cost: ,38
new_cost: ,38
new_cost: ,36
new_cost: ,44
new_cost: ,40
new_cost: ,38
new_cost: ,40
new_cost: ,40
